,Brand_Audi,Brand_BMW,Brand_Fiat,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Jaguar,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mitsubishi,Brand_Nissan,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo,Fuel Type_Diesel,Fuel Type_Petrol,TransmissionType_Manual,Body Type_Convertible,Body Type_Coupe,Body Type_Hatchback,Body Type_Minivan,Body Type_Pickup Truck,Body Type_SUV,Body Type_Sedan,ARAI Mileage,Engine Displacement (cc),No. of cylinder,Max Power (kW),Max Torque (Nm),Seating Capacity,Fuel Tank Capacity,Power Steering,Power Windows Front,Anti Lock Braking System,Air Conditioner,Driver Airbag,Passenger Airbag,Automatic Climate Control,Fog Lights - Front,Alloy Wheels,Price,Ground Clearance Unladen
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.56,1197.0,4.0,65.99445,113.0,5.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,751000.0,689.2
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.01,998.0,3.0,73.593133,147.6,5.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1029500.0,204.0952380952381
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.8,1462.0,4.0,75.80040500000001,136.8,5.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1121500.0,204.0952380952381
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.61,1197.0,4.0,65.99445,113.0,5.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,795000.0,174.25
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.39,1462.0,4.0,77.09792300000001,134.2,4.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1389500.0,210.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.43,1197.0,4.0,65.99445,113.0,5.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,648000.0,689.2
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.24,1987.0,4.0,111.996683,188.0,7.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2660500.0,182.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.85,998.0,3.0,41.699544,82.1,4.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,497499.99999999994,689.2
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27,1462.0,4.0,75.80040500000001,136.8,6.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1319000.0000000002,182.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.73,998.0,3.0,41.699544,82.1,4.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,518999.99999999994,689.2
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08,1462.0,4.0,67.99292600000001,122.0,7.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1022500.0,182.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.05,796.0,3.0,35.293981,69.0,5.0,35.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,420000.0,689.2
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.05,1197.0,4.0,52.698619,95.0,2.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,608000.0,245.01853002070393
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.12,1197.0,4.0,56.99385100000001,98.5,5.0,55.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,693500.0,174.25
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.73,998.0,3.0,41.699544,82.1,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,596500.0,689.2
15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.2,1197.0,4.0,60.99826,113.8,5.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,805000.0000000001,204.0952380952381
16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,1493.0,4.0,84.599665,250.0,5.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1503500.0,204.0952380952381
17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,1482.0,4.0,117.499949,253.0,5.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1417000.0,174.25
18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,998.0,3.0,88.298337,172.0,5.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1047500.0,204.0952380952381
19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.841571428571427,1197.0,4.0,50.498804,95.2,5.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,761500.0,174.25
20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.1,1498.0,4.0,84.99488600000001,250.0,6.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1900000.0,204.0952380952381
21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,1997.0,4.0,137.00000400000002,416.0,5.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3204500.0,204.0952380952381
22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2157.352,4.504,134.1,395.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2393500.0,204.0952380952381
23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,998.0,3.0,88.298337,172.0,5.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1324000.0,204.0952380952381
24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.841571428571427,1197.0,4.0,60.99826,113.8,5.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,712000.0,689.2
25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.25,998.0,3.0,88.298337,172.0,5.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1125000.0,689.2
26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2157.352,4.504,214.56,350.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4495000.0,204.0952380952381
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.8,1199.0,3.0,64.599991,115.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,805000.0000000001,204.0952380952381
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.07,1497.0,4.0,84.57729400000001,260.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1130000.0,209.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.6,1956.0,4.0,125.03151899999999,350.0,5.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1973500.0,204.0952380952381
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.64,1497.0,4.0,66.195789,200.0,5.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,867000.0,165.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.841571428571427,2157.352,4.504,73.75,114.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1036499.9999999999,689.2
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.49,1199.0,3.0,53.98868000000001,95.0,5.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,760000.0,174.25
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.841571428571427,2157.352,4.504,73.75,170.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1312000.0,172.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2157.352,4.504,141.04,250.0,5.0,58.02758620689655,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1801500.0,190.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.49,1199.0,3.0,53.996137,95.0,5.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,737500.0,177.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.841571428571427,2956.0,4.0,63.3845,250.0,3.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722500.0,190.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2157.352,4.504,127.0,245.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1584000.0,205.0
38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.4,1498.0,4.0,88.999295,145.0,5.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1381000.0,174.25
39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.3,1199.0,4.0,65.99445,110.0,5.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,835500.0,174.25
40,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.13,1498.0,4.0,71.997335,127.0,5.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1964000.0,174.25
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2184.0,4.0,96.941,300.0,4.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1366000.0,226.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2198.0,4.0,136.000766,450.0,6.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2009500.0,204.0952380952381
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1493.0,3.0,55.897672,210.0,7.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1028500.0,204.0952380952381
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2198.0,4.0,128.595965,400.0,6.0,58.02758620689655,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1878000.0,187.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,1497.0,4.0,85.792785,300.0,5.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1129500.0,204.0952380952381
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2184.0,4.0,96.993199,300.0,7.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1490500.0,204.0952380952381
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.29,1493.0,3.0,74.57000000000001,260.0,7.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1088500.0000000002,180.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,1497.0,4.0,90.199872,300.0,7.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1528000.0,182.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.841571428571427,2523.0,4.0,55.99461300000001,200.0,5.0,57.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,951500.0,185.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.15,1198.0,3.0,61.147400000000005,115.0,6.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,701000.0,170.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2157.352,4.504,147.51,310.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1769000.0000000002,204.0952380952381
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.2,2523.0,4.0,49.999185,178.0,2.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769000.0,187.5
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.841571428571427,2157.352,4.504,30.998749,91.0,5.0,58.02758620689655,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,929500.0000000001,172.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.841571428571427,2523.0,4.0,55.99461300000001,200.0,2.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898500.0,187.5
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.841571428571427,2393.0,4.0,109.998207,343.0,7.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2302000.0,182.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.97,1490.0,3.0,67.99292600000001,122.0,5.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1542500.0,204.0952380952381
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.841571428571427,2755.0,4.0,149.997555,500.0,5.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3415000.0,187.5
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.841571428571427,2755.0,4.0,149.997555,500.0,7.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4508000.0,204.0952380952381
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.841571428571427,2487.0,4.0,130.997119,221.0,5.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4617000.0,174.25
